Id,Use Case,Use Case_ENC,Status,Created Date,Close Date,Price,Discount code,Pain,Pain_ENC,Loss Reason,Loss Reason_ENC,First Name,Source,Source_ENC,Status_leads,Status_leads_ENC,Discarded/Nurturing Reason,Discarded/Nurturing Reason_ENC,Acquisition Campaign,Converted,Converted_ENC,City,City_ENC,Has discount,Has discount_ENC,Days in process
fjjzyf7z,Educational Seminars,2.0,Closed Lost,2019-12-02,2019-07-21,324.0,,operations,1.0,no response,4.0,Rowan16 Taylor17,Inbound,0.0,Qualified,4.0,,5.0,Recommendation 2,Yes,1.0,,2.0,False,0.0,-134.0
6f2youly,Educational Seminars,2.0,Closed Won,2019-07-14,2019-03-03,768.0,HALFYEAR20G,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,-133.0
33qu6crg,Sports Events,3.0,Closed Won,2019-07-15,2019-07-15,360.0,DISCOUNT25QUICK,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
brlh7xh9,Corporate Events,1.0,Closed Won,2018-02-03,2018-06-03,150.0,ECONOMY75DISCOUNT,financial control,0.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,120.0
ykdbasaz,Corporate Events,1.0,Closed Lost,2019-07-10,2019-01-04,0.0,,quality of delivery,2.0,not target,5.0,Drew14 Miller18,Inbound,0.0,Qualified,4.0,,2.0,,Yes,1.0,Fort Worth,6.0,False,0.0,-187.0
jpy2yvai,Corporate Events,1.0,Closed Won,2019-07-10,2019-07-10,450.0,TRIALFREE,financial control,0.0,,4.0,Jamie15 Garcia10,Outbound,1.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
pnzvissb,Sports Events,3.0,Closed Won,2019-07-21,2019-07-21,0.0,NOCOSTREG,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
6rq0mcq5,Corporate Events,1.0,Closed Won,2019-07-21,2019-07-21,300.0,MONTH50CUTBACK,quality of delivery,2.0,,4.0,Avery11 Martin18,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,,2.0,True,1.0,0.0
i747r9p2,Corporate Events,1.0,Closed Won,2019-07-21,2019-07-21,576.0,2SEMESTERS20SALE,operations,1.0,,7.0,Frankie13 Jackson15,Inbound,0.0,Qualified,4.0,,0.0,VirtualMeetups,Yes,1.0,Los Angeles,10.0,True,1.0,0.0
rmmmbtxd,Corporate Events,1.0,Closed Won,2019-07-21,2019-07-21,300.0,MONTH50CUTBACK,operations,1.0,,4.0,Devon15 Brown16,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
55iv95ya,Corporate Events,1.0,Closed Won,2018-11-12,2019-02-18,2400.0,ANNUAL60DEAL,financial control,0.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,98.0
1tu48820,Educational Seminars,2.0,Closed Won,2019-01-21,2019-01-21,960.0,YEARLY60,financial control,0.0,,6.0,,Inbound,0.0,Qualified,4.0,,7.0,,Yes,1.0,Houston,7.0,True,1.0,0.0
0eaw1t1n,Educational Seminars,2.0,Closed Won,2019-04-09,2019-04-09,768.0,HALFYEAR20G,operations,1.0,,1.0,Bailey10 Jones16,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
vzuydy9m,Corporate Events,1.0,Closed Won,2018-06-10,2018-06-10,768.0,2SEMESTERS20OFF,quality of delivery,2.0,,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
2w5ksdnm,Corporate Events,1.0,Closed Won,2019-03-17,2019-03-17,1344.0,YEARLY30PROMO,operations,1.0,,4.0,Peyton11 Miller6,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-06-25,2019-06-25,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,0.0
,Sports Events,3.0,Closed Lost,2019-12-02,2019-07-17,150.0,,financial control,0.0,no budget,1.0,,,1.0,,4.0,,4.0,,,1.0,,2.0,False,0.0,-138.0
1mpl8scl,Corporate Events,1.0,Closed Won,2019-04-21,2019-04-21,768.0,2SEMESTERS20OFF,financial control,0.0,,4.0,Drew17 Miller8,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
,Sports Events,3.0,Demo 1,2019-07-10,2019-07-26,1306.6141540601634,,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,16.0
n5kjfmeu,Educational Seminars,2.0,Closed Won,2018-09-09,2018-09-23,576.0,HALFSEASON20G,financial control,0.0,,4.0,Avery9 Martinez16,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Francisco,16.0,True,1.0,14.0
,Wedding Planning,4.0,Closed Won,2019-06-29,2019-03-11,0.0,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,-110.0
i9gc9k1a,Corporate Events,1.0,Closed Won,2019-11-02,2019-07-08,300.0,MONTH50CUTBACK,,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,-117.0
5syois79,Corporate Events,1.0,Closed Won,2019-12-02,2019-12-02,690.0,MONTH50REBATE,operations,1.0,,4.0,Jordan20 Wilson8,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
jwv1rdjm,Sports Events,3.0,Closed Won,2019-08-02,2019-08-02,768.0,HALFYEAR20G,financial control,0.0,,4.0,Alex5 Martinez8,Outbound,1.0,Qualified,4.0,,4.0,TradeShow 5,Yes,1.0,Austin,0.0,True,1.0,0.0
7eyzx5ox,Corporate Events,1.0,Closed Won,2019-07-15,2019-07-15,2688.0,YEARLY30PROMO,operations,1.0,,4.0,Peyton18 Davis20,Inbound,0.0,Qualified,4.0,,5.0,TradeShow 3,Yes,1.0,,2.0,True,1.0,0.0
gwc6ztds,Sports Events,3.0,Closed Won,2018-10-06,2018-11-10,768.0,HALFYEAR20G,operations,1.0,,0.0,,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,35.0
,Sports Events,3.0,Closed Lost,2019-07-15,2019-07-15,324.0,NOCOSTREG,operations,1.0,no product fit,3.0,,,1.0,,4.0,,2.0,,,1.0,,16.0,True,1.0,0.0
,Educational Seminars,2.0,Closed Lost,2019-07-15,2019-08-17,0.0,,financial control,0.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,16.0,False,0.0,33.0
qig8dgqx,Educational Seminars,2.0,Closed Lost,2019-07-15,2019-07-26,768.0,HALFYEAR20G,operations,1.0,no response,4.0,Bailey12 Jones20,Inbound,0.0,Qualified,4.0,,5.0,TradeShow 5,Yes,1.0,Chicago,2.0,True,1.0,11.0
,Educational Seminars,2.0,Closed Lost,2019-07-21,2019-07-21,960.0,YEARLY60,quality of delivery,2.0,no response,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
clehwqhn,Corporate Events,1.0,Closed Lost,2019-07-22,2019-08-13,960.0,,operations,1.0,lost to competitor,0.0,Peyton3 Brown12,Inbound,0.0,Qualified,4.0,,6.0,VirtualMeetups,Yes,1.0,,2.0,False,0.0,22.0
rmcczz1e,Corporate Events,1.0,Closed Won,2019-07-22,2019-07-22,120.0,3QUARTERS75CUT,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
eoemb8ux,Corporate Events,1.0,Closed Won,2019-01-02,2019-01-02,1008.0,RENEWYEAR30,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
k32k8l48,Sports Events,3.0,Closed Won,2018-12-17,2018-12-17,768.0,HALFYEAR20G,financial control,0.0,,3.0,Avery12 Robinson3,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Jose,17.0,True,1.0,0.0
shsdyfbg,Sports Events,3.0,Closed Won,2019-07-08,2019-07-24,0.0,NOCOSTREG,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,16.0
hmgapksr,Corporate Events,1.0,Closed Won,2018-12-11,2018-12-11,450.0,FIFTYSAVINGS,operations,1.0,,1.0,Bailey1 Anderson14,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,0.0
gxedwcsb,Corporate Events,1.0,Closed Won,2019-12-02,2019-07-15,150.0,QUARTERLY75OFF,,1.0,,4.0,Morgan9 Robinson9,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,-140.0
simclpxb,Corporate Events,1.0,Closed Won,2019-07-09,2019-07-09,150.0,QUARTERLY75OFF,financial control,0.0,,4.0,Robin3 Brown17,Inbound,0.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,0.0
etm2dyxw,Corporate Events,1.0,Closed Won,2019-10-27,2019-10-27,1344.0,YEARLY30PROMO,operations,1.0,,4.0,Reese20 Johnson2,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
,Educational Seminars,2.0,Closed Lost,2019-07-09,2019-07-16,200.0,NOCOSTREG,operations,1.0,lost to competitor,0.0,,,0.0,,4.0,,6.0,,,1.0,,17.0,True,1.0,7.0
qqwjepmw,Sports Events,3.0,Checkbox,2019-06-15,2019-07-08,120.0,MONTH75SAVINGS,financial control,0.0,,4.0,Drew12 Taylor6,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,San Antonio,14.0,True,1.0,23.0
9jtqo61j,Corporate Events,1.0,Closed Won,2019-07-10,2019-07-10,360.0,SAVE25LESS,operations,1.0,,5.0,Avery12 Brown7,Outbound,1.0,Qualified,4.0,,2.0,VirtualMeetups,Yes,1.0,Washington,19.0,True,1.0,0.0
,Educational Seminars,2.0,Closed Lost,2019-07-10,2019-07-10,18150.0,QUARTERLY75OFF,quality of delivery,2.0,no response,4.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,0.0
c98xv3is,Educational Seminars,2.0,Closed Won,2019-07-15,2019-07-17,1344.0,ANNUAL30BONUS,financial control,0.0,,5.0,Bailey11 Taylor13,Outbound,1.0,Qualified,4.0,,4.0,TradeShow 7,Yes,1.0,Chicago,2.0,True,1.0,2.0
xgc0afks,Sports Events,3.0,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
ce9tfu7k,Sports Events,3.0,Closed Lost,2019-07-09,2019-07-15,150.0,NOCOSTREG,operations,1.0,lost to competitor,0.0,Charlie9 Taylor20,Inbound,0.0,Qualified,4.0,,5.0,TradeShow,Yes,1.0,Chicago,2.0,True,1.0,6.0
,Educational Seminars,2.0,Closed Lost,2019-07-15,2019-07-15,0.0,,financial control,0.0,lost to competitor,0.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,0.0
iud4ha3a,Educational Seminars,2.0,Closed Won,2019-07-15,2019-08-17,1344.0,ANNUAL30BONUS,financial control,0.0,,4.0,,Outbound,1.0,Qualified,4.0,,2.0,FB Campaign,Yes,1.0,,16.0,True,1.0,33.0
j2tbx66j,Corporate Events,1.0,Closed Won,2019-07-15,2019-07-15,1344.0,YEARLY30PROMO,financial control,0.0,,4.0,Jamie9 Smith16,Outbound,1.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
idli3s6a,Educational Seminars,2.0,Negotiation,2019-07-15,2019-07-16,0.0,,financial control,0.0,,0.0,Alex3 Jackson3,Outbound,1.0,Qualified,4.0,,1.0,TradeShow 7,Yes,1.0,Los Angeles,10.0,False,0.0,1.0
ifw6mxx8,Sports Events,3.0,Closed Won,2019-07-15,2019-07-16,1344.0,ANNUAL30BONUS,operations,1.0,,4.0,Morgan2 Wilson10,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,1.0
,Sports Events,3.0,Closed Lost,2019-07-15,2019-07-16,0.0,,financial control,0.0,lost to competitor,0.0,,,1.0,,4.0,,4.0,,,1.0,,2.0,False,0.0,1.0
wuu1hrrl,Corporate Events,1.0,Closed Won,2019-06-25,2019-04-02,120.0,SEVENTYFIVEGIFT,,1.0,,4.0,Bailey12 Thompson16,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,-84.0
szpqrsf6,Corporate Events,1.0,Closed Won,2019-07-15,2019-07-15,768.0,2SEMESTERS20OFF,operations,1.0,,5.0,Morgan14 Harris13,Outbound,1.0,Qualified,4.0,,2.0,TradeShow 7,Yes,1.0,Washington,19.0,True,1.0,0.0
zkaet352,Corporate Events,1.0,Closed Won,2019-01-02,2019-01-02,360.0,SAVE25LESS,operations,1.0,,4.0,Skyler17 Martinez15,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
8wrpibab,Corporate Events,1.0,Closed Won,2019-07-15,2019-07-15,324.0,10OFFREDUCED,financial control,0.0,,4.0,Jordan7 Thompson18,Inbound,0.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
gdzbh7jv,Corporate Events,1.0,Closed Won,2019-06-02,2019-06-02,1344.0,YEARLY30PROMO,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
5bwkyy38,Corporate Events,1.0,Closed Won,2019-07-15,2019-07-16,360.0,MONTHSAVE25DEAL,,1.0,,4.0,Devon10 Anderson16,Outbound,1.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,1.0
tfl9fvjl,Corporate Events,1.0,Closed Won,2019-07-21,2019-07-21,768.0,2SEMESTERS20OFF,,1.0,,4.0,,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,,2.0,True,1.0,0.0
i9ayw9z0,Corporate Events,1.0,Closed Won,2018-07-25,2018-07-25,450.0,TRIALFREE,operations,1.0,,5.0,,Inbound,0.0,Qualified,4.0,,7.0,,Yes,1.0,Jacksonville,9.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Lost,2019-03-01,2019-06-25,1306.6141540601634,,,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,116.0
esjh2u1l,Corporate Events,1.0,Closed Won,2019-09-30,2019-07-02,768.0,MONTHSAVE25DEAL,financial control,0.0,,0.0,Harper15 Harris13,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,-90.0
j25ax9ii,Sports Events,3.0,Closed Won,2018-02-06,2018-03-06,240.0,SAVEMONTH50G,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,28.0
2y2rhv7r,Corporate Events,1.0,Closed Won,2018-03-04,2018-03-04,576.0,2SEMESTERS20SALE,operations,1.0,,0.0,Jordan16 Robinson20,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Jose,17.0,True,1.0,0.0
xypl5m3x,Educational Seminars,2.0,Checkbox,2019-07-08,2019-07-09,324.0,SLASH10,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,1.0
zb0pg7f6,Sports Events,3.0,Checkbox,2019-03-12,2019-07-13,768.0,HALFYEAR20G,operations,1.0,,0.0,Casey2 Garcia15,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Antonio,14.0,True,1.0,123.0
m3ui02u5,Corporate Events,1.0,Closed Lost,2019-05-02,2019-07-15,150.0,NOCOSTREG,operations,1.0,no response,4.0,Jordan9 Thompson15,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,74.0
5hzknyze,Educational Seminars,2.0,Closed Lost,2019-07-09,2019-07-09,360.0,25GIFT,financial control,0.0,price,7.0,Morgan14 Davis13,Outbound,1.0,Qualified,4.0,,1.0,TradeShow 7,Yes,1.0,,9.0,True,1.0,0.0
cvthemxh,Corporate Events,1.0,Closed Won,2019-07-10,2019-07-10,360.0,SAVE25LESS,operations,1.0,,4.0,Charlie16 Miller20,Outbound,1.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,Chicago,2.0,True,1.0,0.0
l2b0sfrj,Sports Events,3.0,Closed Won,2019-07-16,2019-07-21,768.0,HALFYEAR20G,financial control,0.0,,0.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,5.0
1b3np159,Educational Seminars,2.0,Closed Won,2019-07-16,2019-07-17,360.0,25GIFT,financial control,0.0,,4.0,,Outbound,1.0,Qualified,4.0,,2.0,FestivalFever,Yes,1.0,,16.0,True,1.0,1.0
,Educational Seminars,2.0,Closed Lost,2019-07-16,2019-08-13,1344.0,ANNUAL30BONUS,,1.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,28.0
,Educational Seminars,2.0,Closed Lost,2019-07-16,2019-07-16,0.0,,financial control,0.0,no product fit,3.0,,,0.0,,4.0,,3.0,,,1.0,,2.0,False,0.0,0.0
ug8mhizi,Educational Seminars,2.0,Closed Lost,2019-07-16,2019-07-20,1344.0,RENEWYEAR30,financial control,0.0,lost to competitor,0.0,Bailey15 Jones5,Inbound,0.0,Qualified,4.0,,6.0,Branding book,Yes,1.0,Chicago,2.0,True,1.0,4.0
pm9qdr69,Educational Seminars,2.0,Checkbox,2019-07-16,2019-07-17,576.0,HALFSEASON20G,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,1.0
,Educational Seminars,2.0,Closed Lost,2019-07-16,2019-07-16,0.0,,financial control,0.0,no response,4.0,,,0.0,,4.0,,5.0,,,1.0,,16.0,False,0.0,0.0
k8wkyf0j,Sports Events,3.0,Closed Won,2019-07-16,2019-07-22,600.0,PROMOCODE,operations,1.0,,0.0,Morgan17 Moore15,Outbound,1.0,Qualified,4.0,,2.0,Follow-up: digital guide,Yes,1.0,Washington,19.0,True,1.0,6.0
,Educational Seminars,2.0,Closed Lost,2019-07-14,2019-08-24,0.0,,operations,1.0,lost to competitor,0.0,,,1.0,,4.0,,4.0,,,1.0,,16.0,False,0.0,41.0
,Educational Seminars,2.0,Closed Lost,2019-01-02,2019-07-16,960.0,,time saving,3.0,lost to competitor,0.0,,,0.0,,4.0,,2.0,,,1.0,,2.0,False,0.0,195.0
frvn49r9,Corporate Events,1.0,Closed Won,2018-09-10,2018-09-11,768.0,2SEMESTERS20OFF,operations,1.0,,5.0,Bailey4 Brown8,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Diego,15.0,True,1.0,1.0
183u17g7,Corporate Events,1.0,Closed Won,2018-03-06,2018-03-06,960.0,SEMESTER20DEALAGAIN,operations,1.0,,4.0,Morgan10 Martin16,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
,Wedding Planning,4.0,Closed Won,2019-07-21,2019-07-22,1306.6141540601634,,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,False,0.0,1.0
57wj46f7,Educational Seminars,2.0,Closed Won,2018-10-10,2018-10-10,1344.0,ANNUAL30BONUS,financial control,0.0,,4.0,Morgan9 Johnson19,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,16.0,True,1.0,0.0
2ai8pgfn,Sports Events,3.0,Closed Won,2019-08-02,2019-08-02,768.0,2SEMESTERS20OFF,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
ajyomveb,Corporate Events,1.0,Closed Won,2018-09-22,2018-09-25,360.0,MONTHSAVE25DEAL,,1.0,,4.0,Drew18 Garcia13,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,3.0
2tmgxq5h,Sports Events,3.0,Closed Won,2019-06-02,2019-08-02,672.0,YEARLY60,,1.0,,4.0,Morgan11 Moore19,Inbound,0.0,Qualified,4.0,,5.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,61.0
5ycntdsp,Corporate Events,1.0,Closed Won,2019-12-02,2019-12-02,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Peyton19 Thompson2,Outbound,1.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,0.0
edthoai0,Sports Events,3.0,Closed Won,2018-06-17,2018-06-17,960.0,BIANNUAL20,operations,1.0,,4.0,Frankie13 Anderson12,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
4qyniiss,Corporate Events,1.0,Closed Won,2018-08-04,2018-08-04,1344.0,YEARLY30PROMO,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
ofektjwg,Corporate Events,1.0,Closed Won,2019-01-28,2019-03-28,150.0,ECONOMY75DISCOUNT,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Columbus,3.0,True,1.0,59.0
asart6jm,Corporate Events,1.0,Closed Won,2019-08-28,2019-08-28,1344.0,YEARLY30PROMO,operations,1.0,,5.0,Morgan14 Harris3,Inbound,0.0,Qualified,4.0,,7.0,,Yes,1.0,Jacksonville,9.0,True,1.0,0.0
uga948oi,Corporate Events,1.0,Closed Won,2019-03-25,2019-03-25,300.0,MONTH50CUTBACK,operations,1.0,,5.0,Rowan1 Martinez9,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,San Diego,15.0,True,1.0,0.0
7bgmt80d,Educational Seminars,2.0,Checkbox,2019-07-10,2019-07-14,1008.0,RENEWYEAR30,time saving,3.0,,4.0,,,1.0,,4.0,,2.0,,,1.0,,2.0,True,1.0,4.0
,Corporate Events,1.0,Closed Lost,2019-07-08,2019-07-14,360.0,SAVE25LESS,financial control,0.0,not target,5.0,,,0.0,,4.0,,4.0,,,1.0,,3.0,True,1.0,6.0
bd5shnni,Corporate Events,1.0,Closed Won,2019-01-09,2019-01-21,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Rowan8 Wilson18,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,12.0
is8pduu5,Educational Seminars,2.0,Closed Won,2019-07-10,2019-08-13,768.0,HALFYEAR20G,financial control,0.0,,5.0,Peyton20 Jones17,Outbound,1.0,Qualified,4.0,,4.0,,Yes,1.0,Chicago,2.0,True,1.0,34.0
8e1k9z97,Sports Events,3.0,Closed Won,2019-02-09,2019-02-09,1344.0,ANNUAL30BONUS,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
dc4gynto,Corporate Events,1.0,Closed Won,2019-01-02,2019-12-02,240.0,MONTH50REBATE,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,334.0
it8qhckb,Sports Events,3.0,Negotiation,2019-05-02,2019-12-02,2640.0,,time saving,3.0,,1.0,Quinn12 Johnson17,Outbound,1.0,Qualified,4.0,,1.0,ArtFair,Yes,1.0,Chicago,2.0,False,0.0,214.0
hoyt4tw4,Educational Seminars,2.0,Closed Lost,2019-05-02,2019-07-26,360.0,,financial control,0.0,no response,4.0,Harper19 Taylor19,Outbound,1.0,Qualified,4.0,,4.0,TradeShow 7,Yes,1.0,Charlotte,1.0,False,0.0,85.0
3laf12h3,Corporate Events,1.0,Closed Lost,2019-06-02,2019-12-02,576.0,2SEMESTERS20SALE,financial control,0.0,lost to competitor,0.0,Robin17 Davis14,Outbound,1.0,Qualified,4.0,,1.0,VirtualMeetups,Yes,1.0,,9.0,True,1.0,183.0
6mxa6wcu,Corporate Events,1.0,Closed Won,2019-11-29,2019-11-29,1344.0,YEARLY30PROMO,operations,1.0,,4.0,Casey5 Wilson3,Outbound,1.0,Qualified,4.0,,2.0,,Yes,1.0,Seattle,18.0,True,1.0,0.0
l3gf5jpi,Corporate Events,1.0,Closed Won,2019-10-30,2019-10-30,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
f4b5dox1,Corporate Events,1.0,Closed Won,2019-12-02,2019-12-02,240.0,MONTH50REBATE,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,0.0
zre3bpga,Corporate Events,1.0,Closed Won,2018-09-22,2018-09-23,324.0,10OFFREDUCED,quality of delivery,2.0,,0.0,Bailey8 Williams14,Inbound,0.0,Qualified,4.0,,6.0,,Yes,1.0,San Francisco,16.0,True,1.0,1.0
cgdokoa5,Sports Events,3.0,Closed Won,2018-02-04,2018-09-04,360.0,25GIFT,operations,1.0,,7.0,,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Philadelphia,12.0,True,1.0,212.0
dbt83h0s,Corporate Events,1.0,Closed Won,2019-06-23,2019-06-23,768.0,2SEMESTERS20OFF,operations,1.0,,4.0,Jamie3 Martin17,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,2.0,True,1.0,0.0
sn4v15uo,Sports Events,3.0,Closed Won,2019-02-10,2019-02-13,768.0,HALFYEAR20G,financial control,0.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Seattle,18.0,True,1.0,3.0
l8x4jc6j,Corporate Events,1.0,Closed Lost,2019-07-08,2019-07-14,240.0,MONTH50REBATE,operations,1.0,no response,4.0,Devon8 Martinez6,Outbound,1.0,Qualified,4.0,,4.0,VirtualMeetups,Yes,1.0,,2.0,True,1.0,6.0
7h6ag1e7,Corporate Events,1.0,Closed Won,2019-04-13,2019-04-13,240.0,MONTH50REBATE,operations,1.0,,4.0,,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Chicago,2.0,True,1.0,0.0
1oe4j4n2,Educational Seminars,2.0,Closed Won,2019-05-12,2019-05-12,1344.0,ANNUAL30BONUS,operations,1.0,,3.0,Frankie15 Anderson9,Outbound,1.0,Qualified,4.0,,1.0,,Yes,1.0,Columbus,3.0,True,1.0,0.0
,Corporate Events,1.0,Closed Lost,2019-11-02,2019-07-10,768.0,2SEMESTERS20OFF,operations,1.0,lost to competitor,0.0,,,0.0,,4.0,,6.0,,,1.0,,14.0,True,1.0,-115.0
hjwdqe41,Educational Seminars,2.0,Closed Won,2019-11-26,2019-11-26,576.0,HALFSEASON20G,operations,1.0,,5.0,Jordan5 Taylor4,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,Los Angeles,10.0,True,1.0,0.0
gub76mlt,Sports Events,3.0,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,quality of delivery,2.0,,3.0,Devon4 Johnson10,Inbound,0.0,Qualified,4.0,,5.0,,Yes,1.0,,15.0,True,1.0,0.0
ibreb91k,Educational Seminars,2.0,Closed Lost,2019-07-16,2019-07-17,240.0,NOCOSTREG,operations,1.0,lost to competitor,0.0,Taylor15 Jackson1,Outbound,1.0,Qualified,4.0,,2.0,TradeShow 7,Yes,1.0,,16.0,True,1.0,1.0
at50rzso,Corporate Events,1.0,Closed Won,2018-04-05,2018-10-09,1680.0,YEARLY30DISCOUNT,,1.0,,4.0,,,0.0,,4.0,,5.0,,,1.0,,2.0,True,1.0,187.0
